,Unnamed: 0,company_name,ticker,exchange,share_price,shares_offered,dollar_value_of_shares,date_of_priced,href,employees,shares_outstanding,stock_valuation,company_address,phone
262,271,Cencosud S.A.,CNCO,New York Stock Exchange,15.61,"15,265,783","$238,298,873",2012-06-22,/market-activity/ipos/overview?dealId=882830-70005,0,0,0.0,None,0
263,272,"EQM Midstream Partners, LP",EQM,New York Stock Exchange,21.0,"12,500,000","$262,500,000",2012-06-27,/market-activity/ipos/overview?dealId=874149-69201,0,0,0.0,None,0
264,273,EXA CORP,EXA,Nasdaq National Market,10.0,"6,250,000","$62,500,000",2012-06-28,/market-activity/ipos/overview?dealId=338909-67839,0,0,0.0,None,0
265,274,"Tesaro, Inc.",TSRO,Nasdaq National Market,13.5,"6,000,000","$81,000,000",2012-06-28,/market-activity/ipos/overview?dealId=828993-69487,0,0,0.0,None,0
266,275,"ServiceNow, Inc.",NOW,New York Stock Exchange,18.0,"11,650,000","$209,700,000",2012-06-29,/market-activity/ipos/overview?dealId=719285-69544,0,0,0.0,None,0
267,276,"FS Bancorp, Inc.",FSBW,Nasdaq SmallCap Market,10.0,"2,817,500","$28,175,000",2012-07-10,/market-activity/ipos/overview?dealId=864804-68281,0,0,0.0,None,0
268,277,"VAPORIN, INC.",VGLD,OTCBB,0.08,"5,333,333","$426,667",2012-07-19,/market-activity/ipos/overview?dealId=843700-65977,0,0,0.0,None,0
269,278,"Durata Therapeutics, Inc.",DRTX,Nasdaq National Market,9.0,"7,500,000","$67,500,000",2012-07-19,/market-activity/ipos/overview?dealId=877902-69473,0,0,0.0,None,0
270,279,"FIVE BELOW, INC",FIVE,Nasdaq National Market,17.0,"9,615,384","$163,461,528",2012-07-19,/market-activity/ipos/overview?dealId=373747-69679,0,0,0.0,None,0
271,280,KAYAK SOFTWARE Corp,KYAK,Nasdaq National Market,26.0,"3,500,000","$91,000,000",2012-07-20,/market-activity/ipos/overview?dealId=659492-65680,0,0,0.0,None,0
272,281,Infinity Cross Border Acquisition Corp,INXBU,Nasdaq SmallCap Market,8.0,"5,000,000","$40,000,000",2012-07-20,/market-activity/ipos/overview?dealId=853166-66894,0,0,0.0,None,0
273,282,Palo Alto Networks Inc,PANW,New York Stock Exchange,42.0,"6,200,000","$260,400,000",2012-07-20,/market-activity/ipos/overview?dealId=674528-69601,0,0,0.0,None,0
274,283,"CHUY'S HOLDINGS, INC.",CHUY,Nasdaq National Market,13.0,"5,833,333","$75,833,329",2012-07-24,/market-activity/ipos/overview?dealId=861521-67870,0,0,0.0,None,0
275,284,EUROSITE POWER INC.,EUSP,OTCBB,1.25,"15,000,000","$18,750,000",2012-07-25,/market-activity/ipos/overview?dealId=862161-70314,0,0,0.0,None,0
276,285,"Natural Grocers by Vitamin Cottage, Inc.",NGVC,New York Stock Exchange,15.0,"7,142,857","$107,142,855",2012-07-25,/market-activity/ipos/overview?dealId=884127-70144,0,0,0.0,None,0
277,286,E2open Inc,EOPN,Nasdaq National Market,15.0,"4,687,500","$70,312,500",2012-07-26,/market-activity/ipos/overview?dealId=874854-69236,0,0,0.0,None,0
278,287,HYPERION THERAPEUTICS INC,HPTX,Nasdaq National Market,10.0,"5,000,000","$50,000,000",2012-07-26,/market-activity/ipos/overview?dealId=732504-69642,0,0,0.0,None,0
279,288,Northern Tier Energy LP,NTI,New York Stock Exchange,14.0,"16,250,000","$227,500,000",2012-07-26,/market-activity/ipos/overview?dealId=869591-68800,0,0,0.0,None,0
280,289,"AmREIT, Inc.",AMRE,New York Stock Exchange,14.0,"3,650,000","$51,100,000",2012-07-27,/market-activity/ipos/overview?dealId=745755-67703,0,0,0.0,None,0
281,290,"Del Frisco's Restaurant Group, Inc.",DFRG,Nasdaq National Market,13.0,"5,800,000","$75,400,000",2012-07-27,/market-activity/ipos/overview?dealId=760027-69084,0,0,0.0,None,0
282,291,"Eloqua, Inc.",ELOQ,Nasdaq National Market,11.5,"8,000,000","$92,000,000",2012-08-02,/market-activity/ipos/overview?dealId=720646-68010,0,0,0.0,None,0
283,292,Hyde Park Acquisition Corp. II,HPAC,Nasdaq SmallCap Market,10.0,"7,500,000","$75,000,000",2012-08-02,/market-activity/ipos/overview?dealId=854787-67055,0,0,0.0,None,0
284,293,GLOBUS MEDICAL INC,GMED,New York Stock Exchange,12.0,"8,333,333","$99,999,996",2012-08-03,/market-activity/ipos/overview?dealId=409317-69524,0,0,0.0,None,0
285,294,PEREGRINE SEMICONDUCTOR CORP,PSMI,Nasdaq National Market,14.0,"5,500,000","$77,000,000",2012-08-08,/market-activity/ipos/overview?dealId=377256-65718,0,0,0.0,None,0
286,295,"Bloomin' Brands, Inc.",BLMN,Nasdaq National Market,11.0,"16,000,000","$176,000,000",2012-08-08,/market-activity/ipos/overview?dealId=879125-69597,0,0,0.0,None,0
287,296,Manchester United plc,MANU,New York Stock Exchange,14.0,"16,666,667","$233,333,338",2012-08-10,/market-activity/ipos/overview?dealId=885184-70269,0,0,0.0,None,0
288,297,Performant Financial Corp,PFMT,Nasdaq National Market,9.0,"9,000,000","$81,000,000",2012-08-10,/market-activity/ipos/overview?dealId=885163-70264,0,0,0.0,None,0
289,298,Hi-Crush Inc.,HCLP,New York Stock Exchange,17.0,"11,250,000","$191,250,000",2012-08-16,/market-activity/ipos/overview?dealId=885352-70288,0,0,0.0,None,0
290,299,VYCOR MEDICAL INC,VYCO,OTCBB,0.04,"93,602,221","$3,744,089",2012-08-22,/market-activity/ipos/overview?dealId=772608-57908,0,0,0.0,None,0
291,300,"ENDEAVOR IP, INC.",FNTU,OTCBB,1.4,"3,000,000","$4,200,000",2012-09-05,/market-activity/ipos/overview?dealId=848986-66453,0,0,0.0,None,0
292,301,Capital Bank Financial Corp.,CBF,Nasdaq National Market,18.0,"10,000,000","$180,000,000",2012-09-20,/market-activity/ipos/overview?dealId=818543-67492,0,0,0.0,None,0
293,302,National Bank Holdings Corp,NBHC,New York Stock Exchange,19.25,"7,150,000","$137,637,500",2012-09-20,/market-activity/ipos/overview?dealId=815033-68629,0,0,0.0,None,0
294,303,"SPIRIT REALTY CAPITAL, INC.",SRC,New York Stock Exchange,15.0,"29,000,000","$435,000,000",2012-09-20,/market-activity/ipos/overview?dealId=617470-68594,0,0,0.0,None,0
295,304,Sunoco LP,SUSP,New York Stock Exchange,20.5,"9,500,000","$194,750,000",2012-09-20,/market-activity/ipos/overview?dealId=884445-70181,0,0,0.0,None,0
296,305,"TRULIA, INC.",TRLA,New York Stock Exchange,17.0,"6,000,000","$102,000,000",2012-09-20,/market-activity/ipos/overview?dealId=695941-70564,0,0,0.0,None,0
297,306,"Santander Mexico Financial Group, S.A.B. de C.V.",BSMX,New York Stock Exchange,12.1849,"238,232,161","$2,901,667,721",2012-09-26,/market-activity/ipos/overview?dealId=887985-70579,0,0,0.0,None,0
298,307,"QUALYS, INC.",QLYS,Nasdaq National Market,12.0,"7,575,000","$90,900,000",2012-09-28,/market-activity/ipos/overview?dealId=375214-70088,0,0,0.0,None,0
299,308,"Summit Midstream Partners, LP",SMLP,New York Stock Exchange,20.0,"12,500,000","$250,000,000",2012-09-28,/market-activity/ipos/overview?dealId=888110-70595,0,0,0.0,None,0
300,309,JAVELIN MORTGAGE INVESTMENT CORP.,JMI,New York Stock Exchange,20.0,"7,250,000","$145,000,000",2012-10-03,/market-activity/ipos/overview?dealId=885185-70270,0,0,0.0,None,0
301,310,LUXFER HOLDINGS PLC,LXFR,New York Stock Exchange,10.0,"8,000,000","$80,000,000",2012-10-03,/market-activity/ipos/overview?dealId=107562-68738,0,0,0.0,None,0
302,311,"LIFELOCK, INC.",LOCK,New York Stock Exchange,9.0,"15,700,000","$141,300,000",2012-10-03,/market-activity/ipos/overview?dealId=729273-70640,0,0,0.0,None,0
303,312,Regulus Therapeutics Inc.,RGLS,Nasdaq National Market,4.0,"11,250,000","$45,000,000",2012-10-04,/market-activity/ipos/overview?dealId=841390-70574,0,0,0.0,None,0
304,313,"BERRY GLOBAL GROUP, INC.",BERY,New York Stock Exchange,16.0,"29,411,764","$470,588,224",2012-10-04,/market-activity/ipos/overview?dealId=724283-69480,0,0,0.0,None,0
305,314,Fleetmatics Group Ltd,FLTX,New York Stock Exchange,17.0,"7,812,500","$132,812,500",2012-10-05,/market-activity/ipos/overview?dealId=888051-70588,0,0,0.0,None,0
306,315,Amira Nature Foods Ltd.,ANFI,New York Stock Exchange,10.0,"9,000,000","$90,000,000",2012-10-10,/market-activity/ipos/overview?dealId=888611-70645,0,0,0.0,None,0
307,316,AMBARELLA INC,AMBA,Nasdaq National Market,6.0,"6,000,000","$36,000,000",2012-10-10,/market-activity/ipos/overview?dealId=622350-67386,0,0,0.0,None,0
308,317,KYTHERA BIOPHARMACEUTICALS INC,KYTH,Nasdaq National Market,16.0,"4,400,000","$70,400,000",2012-10-11,/market-activity/ipos/overview?dealId=779580-69946,0,0,0.0,None,0
309,318,"INTERCEPT PHARMACEUTICALS, INC.",ICPT,Nasdaq National Market,15.0,"5,000,000","$75,000,000",2012-10-11,/market-activity/ipos/overview?dealId=605285-70681,0,0,0.0,None,0
310,319,"Shutterstock, Inc.",SSTK,New York Stock Exchange,17.0,"4,500,000","$76,500,000",2012-10-11,/market-activity/ipos/overview?dealId=881786-69899,0,0,0.0,None,0
311,320,REALOGY HOLDINGS CORP.,RLGY,New York Stock Exchange,27.0,"40,000,000","$1,080,000,000",2012-10-11,/market-activity/ipos/overview?dealId=743581-70078,0,0,0.0,None,0
312,321,"Pressburg, LLC",LNCO,Nasdaq National Market,36.5,"30,250,000","$1,104,125,000",2012-10-12,/market-activity/ipos/overview?dealId=676038-70193,0,0,0.0,None,0
313,322,"Diamondback Energy, Inc.",FANG,Nasdaq National Market,17.5,"12,500,000","$218,750,000",2012-10-12,/market-activity/ipos/overview?dealId=874323-69211,0,0,0.0,None,0
314,323,"Workday, Inc.",WDAY,New York Stock Exchange,28.0,"22,750,000","$637,000,000",2012-10-12,/market-activity/ipos/overview?dealId=674590-70656,0,0,0.0,None,0
315,324,Service Team Inc.,SVTE,OTCBB,1.0,"5,000,000","$5,000,000",2012-10-17,/market-activity/ipos/overview?dealId=868805-70912,0,0,0.0,None,0
316,325,Seadrill Partners LLC,SDLP,New York Stock Exchange,22.0,"8,750,000","$192,500,000",2012-10-19,/market-activity/ipos/overview?dealId=889912-70818,0,0,0.0,None,0
317,326,Collabrium Japan Acquisition Corp,JACQU,Nasdaq SmallCap Market,10.0,"4,000,000","$40,000,000",2012-10-19,/market-activity/ipos/overview?dealId=889090-70716,0,0,0.0,None,0
318,327,METHES ENERGIES INTERNATIONAL LTD,MEILU,Nasdaq SmallCap Market,5.0,"560,000","$2,800,000",2012-10-25,/market-activity/ipos/overview?dealId=779843-70192,0,0,0.0,None,0
319,328,CrossAmerica Partners LP,LGP,New York Stock Exchange,20.0,"6,000,000","$120,000,000",2012-10-25,/market-activity/ipos/overview?dealId=881757-69895,0,0,0.0,None,0
320,329,KBS Fashion Group Ltd,AQUUU,Nasdaq SmallCap Market,10.0,"5,000,000","$50,000,000",2012-10-26,/market-activity/ipos/overview?dealId=878965-69583,0,0,0.0,None,0
321,330,Nuveen Long/Short Commodity Total Return Fund,CTF,American Stock Exchange,25.0,"18,800,000","$470,000,000",2012-10-26,/market-activity/ipos/overview?dealId=857118-67356,0,0,0.0,None,0
322,331,MPLX LP,MPLX,New York Stock Exchange,22.0,"17,300,000","$380,600,000",2012-10-26,/market-activity/ipos/overview?dealId=885065-70255,0,0,0.0,None,0
323,332,WhiteWave Foods CO,WWAV,New York Stock Exchange,17.0,"23,000,000","$391,000,000",2012-10-26,/market-activity/ipos/overview?dealId=887169-70473,0,0,0.0,None,0
324,333,"Western Midstream Partners, LP",WGP,New York Stock Exchange,22.0,"17,181,000","$377,982,000",2012-12-07,/market-activity/ipos/overview?dealId=777966-71118,0,0,0.0,None,0
325,334,PBF Energy Inc.,PBF,New York Stock Exchange,26.0,"20,500,000","$533,000,000",2012-12-13,/market-activity/ipos/overview?dealId=867850-68610,0,0,0.0,None,0
326,335,SOLARCITY CORP,SCTY,Nasdaq National Market,8.0,"11,500,000","$92,000,000",2012-12-13,/market-activity/ipos/overview?dealId=752655-70925,0,0,0.0,None,0
327,336,Chart Acquisition Corp.,CACGU,Nasdaq SmallCap Market,10.0,"7,500,000","$75,000,000",2012-12-14,/market-activity/ipos/overview?dealId=865784-68357,0,0,0.0,None,0
328,337,Silver Bay Realty Trust Corp.,SBY,New York Stock Exchange,18.5,"13,250,000","$245,125,000",2012-12-14,/market-activity/ipos/overview?dealId=889291-70750,0,0,0.0,None,0
329,338,SPROTT PHYSICAL PLATINUM & PALLADIUM TRUST,SPPP,New York Stock Exchange,10.0,"28,000,000","$280,000,000",2012-12-19,/market-activity/ipos/overview?dealId=872019-69038,0,0,0.0,None,0
330,339,"Urban Tea, Inc.",CISAU,Nasdaq SmallCap Market,10.0,"40,000,000","$400,000,000",2012-12-19,/market-activity/ipos/overview?dealId=877587-69449,0,0,0.0,None,0
331,340,"Arch Therapeutics, Inc.",AAHC,OTCBB,1.01,"4,000,000","$4,040,000",2013-01-02,/market-activity/ipos/overview?dealId=871200-68967,0,0,0.0,None,0
332,341,"USA Compression Partners, LP",USAC,New York Stock Exchange,18.0,"11,000,000","$198,000,000",2013-01-15,/market-activity/ipos/overview?dealId=857263-67370,0,0,0.0,None,0
333,342,"CVR Refining, LP",CVRR,New York Stock Exchange,25.0,"24,000,000","$600,000,000",2013-01-17,/market-activity/ipos/overview?dealId=890411-70889,0,0,0.0,None,0
334,343,"SunCoke Energy Partners, L.P.",SXCP,New York Stock Exchange,19.0,"13,500,000","$256,500,000",2013-01-18,/market-activity/ipos/overview?dealId=887264-70488,0,0,0.0,None,0
335,344,CyrusOne Inc.,CONE,Nasdaq National Market,19.0,"16,500,000","$313,500,000",2013-01-18,/market-activity/ipos/overview?dealId=887203-70479,0,0,0.0,None,0
336,345,Norwegian Cruise Line Holdings Ltd.,NCLH,Nasdaq National Market,19.0,"23,529,412","$447,058,828",2013-01-18,/market-activity/ipos/overview?dealId=859940-67674,0,0,0.0,None,0
337,346,LIPOSCIENCE INC,LPDX,Nasdaq National Market,9.0,"5,000,000","$45,000,000",2013-01-25,/market-activity/ipos/overview?dealId=99858-67489,0,0,0.0,None,0
338,347,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,BFAM,New York Stock Exchange,22.0,"10,100,000","$222,200,000",2013-01-25,/market-activity/ipos/overview?dealId=780783-71043,0,0,0.0,None,0
339,348,STEMLINE THERAPEUTICS INC,STML,Nasdaq SmallCap Market,10.0,"3,317,644","$33,176,440",2013-01-29,/market-activity/ipos/overview?dealId=596950-69554,0,0,0.0,None,0
340,349,Gladstone Land Corp,LAND,Nasdaq National Market,15.0,"3,333,334","$50,000,010",2013-01-29,/market-activity/ipos/overview?dealId=834473-70799,0,0,0.0,None,0
341,350,"HUMANIGEN, INC",KBIO,Nasdaq National Market,8.0,"8,750,000","$70,000,000",2013-01-31,/market-activity/ipos/overview?dealId=639035-70920,0,0,0.0,None,0
342,351,"TRI Pointe Homes, Inc.",TPH,New York Stock Exchange,17.0,"13,689,000","$232,713,000",2013-01-31,/market-activity/ipos/overview?dealId=895796-71464,0,0,0.0,None,0
343,352,Zoetis Inc.,ZTS,New York Stock Exchange,26.0,"86,100,000","$2,238,600,000",2013-02-01,/market-activity/ipos/overview?dealId=887531-70515,0,0,0.0,None,0
344,353,BOISE CASCADE Co,BCC,New York Stock Exchange,21.0,"11,764,706","$247,058,826",2013-02-06,/market-activity/ipos/overview?dealId=676843-71188,0,0,0.0,None,0
345,354,ExOne Co,XONE,Nasdaq National Market,18.0,"5,300,000","$95,400,000",2013-02-07,/market-activity/ipos/overview?dealId=896804-71557,0,0,0.0,None,0
346,355,"Benefytt Technologies, Inc.",HIIQ,Nasdaq National Market,14.0,"4,666,667","$65,333,338",2013-02-08,/market-activity/ipos/overview?dealId=895671-71446,0,0,0.0,None,0
347,356,Ready Capital Corp,ZFC,New York Stock Exchange,21.25,"5,650,000","$120,062,500",2013-02-08,/market-activity/ipos/overview?dealId=861673-71560,0,0,0.0,None,0
348,357,New Source Energy Partners L.P.,NSLP,New York Stock Exchange,20.0,"4,000,000","$80,000,000",2013-02-08,/market-activity/ipos/overview?dealId=896157-71509,0,0,0.0,None,0
349,358,"ConnectOne Bancorp, Inc.",CNOB,Nasdaq National Market,28.0,"1,600,000","$44,800,000",2013-02-12,/market-activity/ipos/overview?dealId=807284-71576,0,0,0.0,None,0
350,359,"Atlas Financial Holdings, Inc.",AFH,Nasdaq SmallCap Market,5.85,"4,125,000","$24,131,250",2013-02-12,/market-activity/ipos/overview?dealId=878039-70525,0,0,0.0,None,0
351,360,Invesco CurrencyShares Singapore Dollar Trust,FXSG,New York Stock Exchange,80.91,"15,150,000","$1,225,786,500",2013-02-13,/market-activity/ipos/overview?dealId=777741-67931,0,0,0.0,None,0
352,361,"Orchid Island Capital, Inc.",ORC,American Stock Exchange,15.0,"2,360,000","$35,400,000",2013-02-14,/market-activity/ipos/overview?dealId=854313-71026,0,0,0.0,None,0
353,362,XOOM Corp,XOOM,Nasdaq National Market,16.0,"6,325,000","$101,200,000",2013-02-15,/market-activity/ipos/overview?dealId=662161-71573,0,0,0.0,None,0
354,363,"Independent Bank Group, Inc.",IBTX,Nasdaq National Market,26.0,"3,200,000","$83,200,000",2013-04-03,/market-activity/ipos/overview?dealId=900799-71892,0,0,0.0,None,0
355,364,"Vyant Bio, Inc.",CGIX,OTCBB,10.0,"600,000","$6,000,000",2013-04-05,/market-activity/ipos/overview?dealId=696388-68954,0,0,0.0,None,0
356,365,fuboTV Inc. /FL,BTOP,OTCBB,5.0,"7,243,500","$36,217,500",2013-04-05,/market-activity/ipos/overview?dealId=822559-67869,0,0,0.0,None,0
357,366,Taylor Morrison Home Corp,TMHC,New York Stock Exchange,22.0,"28,572,000","$628,584,000",2013-04-10,/market-activity/ipos/overview?dealId=894212-71312,0,0,0.0,None,0
358,367,KNOT Offshore Partners LP,KNOP,New York Stock Exchange,21.0,"7,450,000","$156,450,000",2013-04-10,/market-activity/ipos/overview?dealId=900852-71901,0,0,0.0,None,0
359,368,"Omthera Pharmaceuticals, Inc.",OMTH,Nasdaq National Market,8.0,"8,000,000","$64,000,000",2013-04-11,/market-activity/ipos/overview?dealId=816563-71960,0,0,0.0,None,0
360,369,CHIMERIX INC,CMRX,Nasdaq National Market,14.0,"7,320,000","$102,480,000",2013-04-11,/market-activity/ipos/overview?dealId=376315-71959,0,0,0.0,None,0
361,370,"EVERTEC, Inc.",EVTC,New York Stock Exchange,20.0,"25,263,159","$505,263,180",2013-04-12,/market-activity/ipos/overview?dealId=899009-71762,0,0,0.0,None,0
362,371,"PRIVILEGED WORLD TRAVEL CLUB, INC.",PVCL,OTCBB,1.0,"466,306","$466,306",2013-04-12,/market-activity/ipos/overview?dealId=883421-70707,0,0,0.0,None,0
363,372,Rally Software Development Corp,RALY,New York Stock Exchange,14.0,"6,000,000","$84,000,000",2013-04-12,/market-activity/ipos/overview?dealId=660534-71967,0,0,0.0,None,0
364,373,Fairway Group Holdings Corp,FWM,Nasdaq National Market,13.0,"13,650,000","$177,450,000",2013-04-17,/market-activity/ipos/overview?dealId=890051-70840,0,0,0.0,None,0
365,374,TAMINCO Corp,TAM,New York Stock Exchange,15.0,"15,789,474","$236,842,110",2013-04-18,/market-activity/ipos/overview?dealId=879716-71299,0,0,0.0,None,0
366,375,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",HASI,New York Stock Exchange,12.5,"13,333,333","$166,666,663",2013-04-18,/market-activity/ipos/overview?dealId=900116-71843,0,0,0.0,None,0
367,376,Intelsat S.A.,I,New York Stock Exchange,18.0,"19,323,672","$347,826,096",2013-04-18,/market-activity/ipos/overview?dealId=882312-69954,0,0,0.0,None,0
368,377,"SeaWorld Entertainment, Inc.",SEAS,New York Stock Exchange,27.0,"26,000,000","$702,000,000",2013-04-19,/market-activity/ipos/overview?dealId=895907-71486,0,0,0.0,None,0
369,378,"BLACKHAWK NETWORK HOLDINGS, INC",HAWK,Nasdaq National Market,23.0,"10,000,000","$230,000,000",2013-04-19,/market-activity/ipos/overview?dealId=755931-72008,0,0,0.0,None,0
370,379,GW PHARMACEUTICALS PLC,GWPH,Nasdaq National Market,8.9,"3,500,000","$31,150,000",2013-05-01,/market-activity/ipos/overview?dealId=697497-72022,0,0,0.0,None,0
371,380,Ellington Residential Mortgage REIT,EARN,New York Stock Exchange,20.0,"6,450,000","$129,000,000",2013-05-01,/market-activity/ipos/overview?dealId=892003-72155,0,0,0.0,None,0
372,381,"Voya Financial, Inc.",VOYA,New York Stock Exchange,19.5,"65,192,307","$1,271,249,987",2013-05-02,/market-activity/ipos/overview?dealId=892778-71146,0,0,0.0,None,0
373,382,"Insys Therapeutics, Inc.",INSY,Nasdaq National Market,8.0,"4,000,000","$32,000,000",2013-05-02,/market-activity/ipos/overview?dealId=851566-66697,0,0,0.0,None,0
374,383,QIWI,QIWI,Nasdaq National Market,17.0,"12,500,000","$212,500,000",2013-05-03,/market-activity/ipos/overview?dealId=903038-72109,0,0,0.0,None,0
375,384,CALIFORNIA GOLD CORP.,CLGL,OTCBB,0.005,"100,000,000","$1,000,000",2013-05-07,/market-activity/ipos/overview?dealId=710219-69197,0,0,0.0,None,0
376,385,"Armada Hoffler Properties, Inc.",AHH,New York Stock Exchange,11.5,"16,525,000","$190,037,500",2013-05-08,/market-activity/ipos/overview?dealId=902797-72088,0,0,0.0,None,0
377,386,Emerge Energy Services LP,EMES,New York Stock Exchange,17.0,"7,500,000","$127,500,000",2013-05-09,/market-activity/ipos/overview?dealId=902718-72077,0,0,0.0,None,0
378,387,CYAN INC,CYNI,New York Stock Exchange,11.0,"8,000,000","$88,000,000",2013-05-09,/market-activity/ipos/overview?dealId=736558-72189,0,0,0.0,None,0
379,388,"American Residential Properties, Inc.",ARPI,New York Stock Exchange,21.0,"13,700,500","$287,710,500",2013-05-09,/market-activity/ipos/overview?dealId=881699-72065,0,0,0.0,None,0
380,389,IQVIA HOLDINGS INC.,Q,New York Stock Exchange,40.0,"23,684,210","$947,368,400",2013-05-09,/market-activity/ipos/overview?dealId=817788-71842,0,0,0.0,None,0
381,390,"TriState Capital Holdings, Inc.",TSC,Nasdaq National Market,11.5,"5,700,000","$65,550,000",2013-05-09,/market-activity/ipos/overview?dealId=791982-72166,0,0,0.0,None,0
382,391,"Receptos, Inc.",RCPT,Nasdaq National Market,14.0,"5,200,000","$72,800,000",2013-05-09,/market-activity/ipos/overview?dealId=805394-72192,0,0,0.0,None,0
383,392,"PNMAC Holdings, Inc.",PFSI,New York Stock Exchange,18.0,"11,111,111","$199,999,998",2013-05-09,/market-activity/ipos/overview?dealId=899063-71768,0,0,0.0,None,0
384,393,BioAmber Inc.,BIOAU,New York Stock Exchange,10.0,"8,000,000","$80,000,000",2013-05-10,/market-activity/ipos/overview?dealId=867818-68605,0,0,0.0,None,0
385,394,"LINDBLAD EXPEDITIONS HOLDINGS, INC.",CLACU,Nasdaq SmallCap Market,10.0,"18,000,000","$180,000,000",2013-05-10,/market-activity/ipos/overview?dealId=848308-72093,0,0,0.0,None,0
386,395,Golden Mountain Financial Corp,NBCB,Nasdaq National Market,24.0,"4,166,667","$100,000,008",2013-05-10,/market-activity/ipos/overview?dealId=832922-72212,0,0,0.0,None,0
387,396,"Tallgrass Energy Partners, LP",TEP,New York Stock Exchange,21.5,"13,050,000","$280,575,000",2013-05-14,/market-activity/ipos/overview?dealId=903118-72115,0,0,0.0,None,0
388,397,WILLIAM LYON HOMES,WLH,New York Stock Exchange,25.0,"8,700,000","$217,500,000",2013-05-16,/market-activity/ipos/overview?dealId=68007-72231,0,0,0.0,None,0
389,398,"FRONTEO, INC.",UBIC,Nasdaq National Market,8.38,"1,100,000","$9,218,000",2013-05-16,/market-activity/ipos/overview?dealId=892266-71081,0,0,0.0,None,0
390,399,AMBIT BIOSCIENCES CORP,AMBI,Nasdaq National Market,8.0,"8,125,000","$65,000,000",2013-05-16,/market-activity/ipos/overview?dealId=373539-71854,0,0,0.0,None,0
391,400,"Marketo, Inc.",MKTO,Nasdaq National Market,13.0,"6,059,509","$78,773,617",2013-05-17,/market-activity/ipos/overview?dealId=827852-72170,0,0,0.0,None,0
392,401,Tableau Software Inc,DATA,New York Stock Exchange,31.0,"8,200,000","$254,200,000",2013-05-17,/market-activity/ipos/overview?dealId=649881-72167,0,0,0.0,None,0
393,402,Arcturus Therapeutics Ltd.,ADHD,Nasdaq SmallCap Market,8.0,"3,125,000","$25,000,000",2013-05-22,/market-activity/ipos/overview?dealId=897277-71581,0,0,0.0,None,0
394,403,PORTOLA PHARMACEUTICALS INC,PTLA,Nasdaq National Market,14.5,"8,422,758","$122,129,991",2013-05-22,/market-activity/ipos/overview?dealId=603453-72263,0,0,0.0,None,0
395,404,PLY GEM HOLDINGS INC,PGEM,New York Stock Exchange,21.0,"15,789,474","$331,578,954",2013-05-23,/market-activity/ipos/overview?dealId=629230-64322,0,0,0.0,None,0
396,405,CHANNELADVISOR CORP,ECOM,New York Stock Exchange,14.0,"5,750,000","$80,500,000",2013-05-23,/market-activity/ipos/overview?dealId=103169-72248,0,0,0.0,None,0
397,406,"GLOBAL BRASS & COPPER HOLDINGS, INC.",BRSS,New York Stock Exchange,11.0,"7,000,000","$77,000,000",2013-05-23,/market-activity/ipos/overview?dealId=866793-68488,0,0,0.0,None,0
398,407,CONSTELLIUM SE,CSTM,New York Stock Exchange,15.0,"22,222,222","$333,333,330",2013-05-23,/market-activity/ipos/overview?dealId=906378-72498,0,0,0.0,None,0
399,408,KAMADA LTD,KMDA,Nasdaq National Market,9.25,"5,582,636","$51,639,383",2013-05-31,/market-activity/ipos/overview?dealId=904222-72250,0,0,0.0,None,0
400,409,"Saleen Automotive, INC.",SLNN,OTCBB,0.55,"2,000,000","$1,100,000",2013-05-31,/market-activity/ipos/overview?dealId=862316-67967,0,0,0.0,None,0
401,410,"Epizyme, Inc.",EPZM,Nasdaq National Market,15.0,"5,142,000","$77,130,000",2013-05-31,/market-activity/ipos/overview?dealId=904612-72294,0,0,0.0,None,0
402,411,"Clearway Energy, Inc.",NYLD,New York Stock Exchange,22.0,"19,575,000","$430,650,000",2013-07-17,/market-activity/ipos/overview?dealId=908223-72706,0,0,0.0,None,0
403,412,"UCP, Inc.",UCP,New York Stock Exchange,15.0,"7,750,000","$116,250,000",2013-07-18,/market-activity/ipos/overview?dealId=903649-72191,0,0,0.0,None,0
404,413,OncoMed Pharmaceuticals Inc,OMED,Nasdaq National Market,17.0,"4,800,000","$81,600,000",2013-07-18,/market-activity/ipos/overview?dealId=648784-69878,0,0,0.0,None,0
405,414,"Rexford Industrial Realty, Inc.",REXR,New York Stock Exchange,14.0,"16,000,000","$224,000,000",2013-07-19,/market-activity/ipos/overview?dealId=907299-72599,0,0,0.0,None,0
406,415,"RetailMeNot, Inc.",SALE,Nasdaq National Market,21.0,"9,090,908","$190,909,068",2013-07-19,/market-activity/ipos/overview?dealId=816861-72821,0,0,0.0,None,0
407,416,"Vislink Technologies, Inc.",XGTI,Nasdaq SmallCap Market,5.5,"1,337,792","$7,357,856",2013-07-19,/market-activity/ipos/overview?dealId=901272-71944,0,0,0.0,None,0
408,417,Physicians Realty Trust,DOC,New York Stock Exchange,11.5,"10,434,782","$119,999,993",2013-07-19,/market-activity/ipos/overview?dealId=907406-72614,0,0,0.0,None,0
409,418,"Diamond Resorts International, Inc.",DRII,New York Stock Exchange,14.0,"15,500,000","$217,000,000",2013-07-19,/market-activity/ipos/overview?dealId=908692-72784,0,0,0.0,None,0
